,상품명,한달판매량
2750,[참다올] 프리미엄 상주 명품반건시선물세트 7호(35gx30개),
2751,[참다올] 프리미엄 상주 명품특왕반건시 선물세트(60gx30개),
2752,[참다올] 프리미엄 상주 명품곶감 VIP선물세트(75gx40개),
2753,[참다올] 상주 프리미엄 곶감 낱개포장1.8kg(개당60g내외 30입),
2754,하루토망고 스테비아 완토마토 짱맛 꿀마토 국내 산지당일 500g 4팩,
2755,하루토망고 스테비아 완토마토 짱맛 꿀마토 국내 산지당일 500g 2팩,12개 구매
2756,하루토망고 스테비아 완토마토 짱맛 꿀마토 국내 산지당일 500g 1팩,18개 구매
2757,냉동과일 리치 1kg x 3봉,31개 구매
2758,청도 꿀 아이스홍시 12입+허니꿀 6봉 떠먹는홍시 입에서 샤르르,
2759,청도 꿀 아이스홍시 24입+허니꿀 12봉 떠먹는홍시 입에서 샤르르,
2760,[상주한시곶감] 봉지곶감 400g,
2761,[상주한시곶감] 봉지곶감 400g x 2,
2762,[상주한시곶감] 가정용 건시 1호 / 12개입 x 2팩 (개당 35-40g),
2763,[상주한시곶감] 봉지곶감 400g x 3,
2764,경북 청도 아이스홍시 (100g * 24입),
2765,경북 청도 아이스홍시 (100g * 12입),
2766,경북 청도 아이스홍시 (42g * 48입),
2767,경북 청도 아이스홍시 (60g * 48입),
2768,경북 청도 아이스홍시 (60g * 24입),
2769,경북 예천 은풍준시마을 아이스홍시 130~199g 20과,
2770,경북 예천 은풍준시마을 아이스홍시 200g 15과,
2771,설빙 시원달콤한 간편디저트 아이스홍시 20입+망고스틱 10입,
2772,[참다올] 서울새벽배송 썬키스트 레몬 1.9kg 18개내외,
2773,[참다올] 서울새벽배송 썬키스트 오렌지 6kg 12개내외,
2774,[참다올] 새콤달콤 제철 제스프리 그린키위 2kg,
2775,[참다올] 새콤달콤 제철 제스프리 골드키위 2kg,
2776,씨없는 냉동 아이스 홍시 얼린 청도반시 850g(8-16개입) 1박스,
2777,씨없는 냉동 아이스 홍시 얼린 청도반시 850g(8-16개입) 2박스,
2778,[설빙] 시원 달콤한 디저트 맛있는 아이스홍시 60g×12입,
2779,[설빙] 시원 달콤한 디저트 맛있는 아이스홍시 60g×15입,
2780,[설빙] 시원 달콤한 디저트 맛있는 아이스홍시 60g×18입,
2781,[설빙] 시원 달콤한 디저트 맛있는 아이스홍시 60g×20입,
2782,[설빙] 시원 달콤한 디저트 맛있는 아이스홍시 60g×25입,
2783,[설빙] 시원 달콤한 디저트 맛있는 아이스홍시 60g×30입,
2784,[설빙] 시원 달콤한 디저트 맛있는 아이스홍시 60g×40입,
2785,[설빙] 시원 달콤한 디저트 맛있는 아이스홍시 60g×50입,
2786,경북 청도 아이스홍시 (42g * 24입),5(1건)
2787,경북 청도 아이스홍시 (42g * 12입),
2788,★미각기행 청도 아이스홍시 40~60g이내x15ea,
2789,★미각기행 청도 아이스홍시 40~60g이내x20ea,
2790,★미각기행 청도 아이스홍시 40~60g이내x35ea,
2791,★미각기행 청도 아이스홍시 40~60g이내x50ea,
2792,★미각기행 청도 아이스홍시 40~60g이내x55ea,
2793,★미각기행 청도 아이스홍시 40~60g이내x100ea,
2794,★미각기행 청도 아이스홍시 60~80g이내x15ea,
2795,★미각기행 청도 아이스홍시 60~80g이내x20ea,
2796,★미각기행 청도 아이스홍시 60~80g이내x35ea,
2797,★미각기행 청도 아이스홍시 60~80g이내x50ea,
2798,★미각기행 청도 아이스홍시 60~80g이내x55ea,
2799,★미각기행 청도 아이스홍시 60~80g이내x100ea,
2800,★미각기행 청도 아이스홍시 80~100g이내x15ea,
2801,★미각기행 청도 아이스홍시 80~100g이내x20ea,
2802,★미각기행 청도 아이스홍시 80~100g이내x35ea,
2803,★미각기행 청도 아이스홍시 80~100g이내x50ea,
2804,★미각기행 청도 아이스홍시 80~100g이내x55ea,
2805,★미각기행 청도 아이스홍시 80~100g이내x100ea,
2806,★미각기행 청도 아이스홍시 대용량 포장 700g(8~16개내외) x 1봉,
2807,★미각기행 청도 아이스홍시 대용량 포장 700g(8~16개내외) x 2봉,
2808,★미각기행 청도 아이스홍시 대용량 포장 700g(8~16개내외) x 3봉,
2809,★미각기행 청도 아이스홍시 40~60g이내x30ea,
2810,★미각기행 청도 아이스홍시 60~80g이내x30ea,
2811,★미각기행 청도 아이스홍시 80~100g이내x30ea,
2812,[참다올] 달콤한 제철 수박 약 5kg,
2813,별별딸기청550GX2병,
2814,짜먹는딸기잼200GX2개,
2815,이장님냉동딸기1kgX2봉,10개 구매
2816,[10/11이후순차출고][CJ프레시웨이] A등급 냉동 블루베리 1kg,41개 구매
2817,[CJ프레시웨이] A등급 냉동 블루베리 1kg+1kg,445개 구매
2818,간편하게 떠먹는 청도 아이스홍시 60g-80g 중과 12팩,
2819,간편하게 떠먹는 청도 아이스홍시 80g~100g 대과 12팩,
2820,간편하게 떠먹는 청도 아이스홍시 100g~130g 특과 12팩,
2821,[땅끝햇살찬 영농조합법인] 가문의영광 100% 해남 고구마말랭이 60g 10개입 + 1개입,
2822,[땅끝햇살찬 영농조합법인] 가문의영광 100% 해남 고구마말랭이 60g 5개입,
2823,[남도장터]나리배농업 나리배 선물용 5kg (10-12과),
2824,[남도장터]나리배농업 나리배 선물용 5kg (8-9과),
2825,[남도장터]나리배농업 나리배 선물용 5kg (5-7과),
2826,[남도장터]나리배농업 나리배 선물용 7.5kg (13-15과),
2827,[남도장터]나리배농업 나리배 선물용 7.5kg (11-12과),
2828,[남도장터]나리배농업 나리배 선물용 7.5kg (8-10과),
2829,제주도 수제한과 감귤과즐 1봉(10개입),
2830,제주도 수제한과 감귤과즐 2봉(20개입),
2831,제주도 수제한과 감귤과즐 선물세트 4봉(40개입),
2832,제주도 수제한과 감귤과즐 선물세트 5봉(50개입),
2833,제주도 수제한과 감귤과즐 선물세트 8봉(80개입),
2834,제주도 수제한과 감귤과즐 선물세트 10봉(100개입),
2835,[산지직송] 인정가득 가정용 알뜰사과 중과 5kg 17-23과내,
2836,[산지직송] 인정가득 하루 한 사과 / 대과 10kg (33-39과내),
2837,[산지직송] 인정가득 하루 한 사과 / 특대과 10kg (27-32과내),
2838,[산지직송] 인정가득 하루 한 사과 / 대과 5kg (17-19과내),
2839,[산지직송] 인정가득 하루 한 사과 / 특대과 5kg (14-16과내),
2840,[산지직송] 인정가득 하루 한 사과 / 중과 5kg (20-23과내),
2841,[산지직송] 인정가득 하루 한 사과 / 중과 10kg (40-46과내),
2842,[참다올]썬키스트 레몬 1.9kg 18개내외,
2843,★미각기행 청도 햇 반건시 30~40g x 20ea,
2844,★미각기행 청도 햇 반건시 40~50g x 20ea,4(1건)
2845,★미각기행 청도 햇 반건시 30~40g x 30ea,
2846,★미각기행 청도 햇 반건시 40~50g x 30ea,
2847,★미각기행 청도 감말랭이 45g x 3봉,11개 구매
2848,★미각기행 청도 감말랭이 45g x 7봉,
2849,★미각기행 청도 감말랭이 45g x 11봉,
2850,★미각기행 청도 감말랭이 45g x 16봉,
2851,★미각기행 청도 감말랭이 45g x 21봉,
2852,스테비아 밤 칼집 약단밤 스밤스밤 1kg (500g+500g) 당일배송 품질보증,35개 구매
2853,[상주한시곶감] 가정용 건시 2호 / 12개입 x 4팩 (개당 35-40g),
2854,프리미엄 나주배 선물세트 4kg(9과내),1(1건)
2855,프리미엄 사과 선물세트 3kg(12과내),
2856,프리미엄 과일선물세트 사과3kg(12과내)+배4kg(9과내),
2857,VIP 팔각 사과배혼합선물세트 5kg 사과6과+배6과,
2858,[밤톨이약단밤] 영양간식 약단밤 3kg,
2859,[밤톨이약단밤] 영양간식 약단밤 5kg,5(1건)
2860,[달콤한 꿀밤] 대표간식 약단밤 1kg x 1봉,
2861,고당도 고랭지 부사 사과 5kg (26-30과),
2862,고당도 고랭지 부사 사과 5kg (21-25과),
2863,고당도 고랭지 부사 사과 5kg (18-20과),
2864,고당도 고랭지 부사 사과 5kg (15-17과),
2865,고당도 고랭지 부사 사과 10kg (51-60과),
2866,고당도 고랭지 부사 사과 10kg (41-50과),
2867,고당도 고랭지 부사 사과 10kg (36-40과),
2868,고당도 고랭지 부사 사과 10kg (31-35과),
2869,엄마애손 카카오닙스 1kg 페루산,31개 구매
2870,[참다올] 2대 나주배농가 위동규농부의 GAP 배 5kg 8-10과,
2871,[참다올] 2대 나주배농가 위동규농부의 GAP 배 5kg 5-7과,
2872,달콤한 수박 3kg 이상,25개 구매
2873,[자연예서] 명품 신고 배 7.5kg(11-12과) 고당도 햇배,
2874,[자연예서] 명품 신고 배 7.5kg(8-10과) 고당도 햇배,
2875,해남반시 호박고구마 말랭이 60g × 20입,22개 구매
2876,해남반시 호박고구마 말랭이 60g × 10입,19개 구매
2877,[상주안심곶감]안심곶감 반건시 1kg (50-55g내외/20과),
2878,[10+1][상주안심곶감]안심곶감 반건시 1kg (50-55g내외/20과),
2879,[상주안심곶감]안심곶감 반건시 2kg (50-55g내외/40과)x 2박스,
2880,항공직송 고당도 애플망고 2kg 대-특대과(4~6과),16개 구매
2881,항공직송 고당도 애플망고 4kg 대-특대과(8~12과),15개 구매
2882,항공직송 태국 골드망고(대~특대과)2kg 4~6과,15개 구매
2883,항공직송 태국 골드망고(대~특대과)4kg 8~12과,24개 구매
2884,당도선별 달콤아삭 가정용 햇 부사사과 2kg (중과/10과내외),
2885,"[상주한시곶감]명품 1호 선물세트(2.9kg/건시,반건시 혼합)",
2886,[상주한시곶감] 상주곶감 반건시&건시 혼합세트 1.5kg (건시 12개+반건시 20개),
2887,[상주한시곶감] 명품1호 건시28개입+개별반건시20개입(개당60-75g) 총2.9Kg이상,
2888,[상주한시곶감] 명품2호 건시28개입+개별반건시16개입(개당60-75g)호두(80g)감말랭,
2889,"[상주한시곶감] 혼합1호(반건시,호두,감말랭이)총 1.2Kg 이상",
2890,"[상주한시곶감] 혼합2호 건시12개입(45-50g) , 반건시 20개입(50-60g) 총",
2891,당도선별 달콤아삭 가정용 햇 부사사과 2kg (중소과/12과내외),
2892,당도선별 달콤아삭 가정용 햇 부사사과 2kg (소과/14과내외),12개 구매
2893,당도선별 달콤아삭 가정용 햇 부사사과 2kg (꼬마소과/16과내외),17개 구매
2894,[착한식탁]건시 곶감 대과 1kg(15-20과 내외),
2895,"2세트구성, 청도 반건시 곶감 명절 선물세트 70호18입 (선물포장)",
2896,"2세트구성, 청도 반건시 곶감 명절 선물세트 60호18입 (선물포장)",
2897,청도 반건시 곶감 선물세트 70호18입 (선물포장),19개 구매
2898,청도 반건시 곶감 선물세트 60호18입 (선물포장),10개 구매
2899,[착한식탁]부사 세척사과 실중량 2.5kg 꼬마소과,"1,920개 구매"
2900,[착한식탁]부사 세척사과 실중량 5kg 꼬마소과,554개 구매
2901,축복대봉15호 1+1 축복곶감 영동곶감 대봉곶감 명절선물세트,
2902,축복곶감 영동곶감 축복대봉9호 곶감 명절선물세트,
2903,[무료배송] 경남 대추방울토마토 2kg(특),11개 구매
2904,[무료배송] 경남 대추방울토마토 2kg(상),
2905,[무료배송] 경남 대추방울토마토 2kg(중),
2906,[상주한시곶감] 건시1호 / 24개입(개당35-40g),
2907,[상주한시곶감] 건시2호 (개당35-40g 36개입),
2908,[상주한시곶감] 건시+개별반건시 혼합1호 (건시 35-40g 12개입+개별반건시 45-50,
2909,[상주한시곶감] 건시+개별반건시 혼합2호 (건시 35-40g 24개입+개별반건시 45-50,12개 구매
2910,[GAP인증] 가정용 나주배 15kg 16-20과,
2911,[GAP인증] 가정용 나주배 15kg 21-25과,16개 구매
2912,[GAP인증] 가정용 나주배 15kg 26-30과,15개 구매
2913,[GAP인증] 가정용 나주배 7.5kg 8-10과,10개 구매
2914,[GAP인증] 가정용 나주배 7.5kg 11-13과,10개 구매
2915,[GAP인증] 가정용 나주배 5kg 8-10과,37개 구매
2916,[GAP인증] 가정용 나주배 5kg 5-7과,15개 구매
2917,[GAP인증] 가정용 나주배 3kg 4-8과,30개 구매
2918,[GAP인증] 나주배 선물세트 7.5kg 8-10과(보자기동봉),131개 구매
2919,[GAP인증] 나주배 선물세트 7.5kg 11-12과(보자기 동봉),15개 구매
2920,[GAP인증] 나주배 선물세트 5kg 6-7과(보자기 동봉),23개 구매
2921,[GAP인증] 나주배 선물세트 5kg 8-10과(보자기 동봉),
2922,달콤한 수박 5kg 이상,17개 구매
2923,달콤한 수박 4kg 이상,17개 구매
2924,[10+1증정][산지직송] 정성가득 상주곶감 반건시 선물세트 2.0kg(40개입)/총2박스,
2925,[10+1증정][산지직송] 정성가득 상주곶감 반건시 선물세트 1.8kg(30개입)/총2박스,
2926,[10+1증정][산지직송] 정성가득 상주곶감 반건시 선물세트 1.3kg(30개입)/총2박스,
2927,[10+1증정][산지직송] 정성가득 상주곶감 반건시 선물세트 1.2kg(20개입)/총2박스,
2928,[10+1증정][산지직송] 정성가득 상주곶감 반건시 선물세트 1.0kg(20개입)/총2박스,
2929,[10+1증정][산지직송] 정성가득 상주곶감 반건시 선물세트 900g(20개입)/총2박스,
2930,[10+1증정][산지직송] 정성가득 상주곶감 반건시 선물세트 3.6kg(60개입),
2931,[10+1증정][산지직송] 정성가득 상주곶감 반건시 선물세트 3.0kg(60개입),
2932,[10+1증정][산지직송] 정성가득 상주곶감 반건시 선물세트 2.4kg(40개입),
2933,[10+1증정][산지직송] 정성가득 상주곶감 반건시 선물세트 2.0kg(40개입),
2934,[10+1증정][산지직송] 정성가득 상주곶감 반건시 선물세트 1.8kg(30개입),
2935,[10+1증정][산지직송] 정성가득 상주곶감 반건시 선물세트 1.5kg(30개입),13개 구매
2936,[10+1증정][산지직송] 정성가득 상주곶감 반건시 선물세트 1.3kg(30개입),
2937,[10+1증정][산지직송] 정성가득 상주곶감 반건시 선물세트 1.2kg(20개입),
2938,[10+1증정][산지직송] 정성가득 상주곶감 반건시 선물세트 1.0kg(20개입),
2939,[10+1증정][산지직송] 정성가득 상주곶감 반건시 선물세트 900g(20개입),
2940,[산지직송] 정성담은 팔각 사과선물세트 4kg내외 (사과12과),
2941,[푸른들] 정성담은 나주 신고배 선물세트 7.5kg (제수용/특/7-9과),
2942,국내산 냉동 딸기 2kg,33개 구매
2943,23년산 천진 약단밤 생율(생률) 5kg,
2944,23년산 천진 약단밤 생율(생률) 3kg,
2945,23년산 천진 약단밤 생율(생률) 2kg,
2946,제주 위미농협 노지 감귤 5kg/일반,19개 구매
2947,제주 위미농협 노지 감귤 10kg/일반,28개 구매
2948,[산지직송][산들네] 달고 맛있는 경북 꿀맛사과 5kg 19과내외,
2949,[산지직송][산들네] 달고 맛있는 경북 꿀맛사과 5kg 18~19과내외,
2950,[산지직송][산들네] 달고 맛있는 경북 꿀맛사과 10kg 36~38과내외,
2951,[산지직송][산들네] 달고 맛있는 경북 꿀맛사과 10kg 44과내외,
2952,[산지직송][산들네] 달고 맛있는 경북 꿀맛사과 10kg 50과내외,
2953,[산지직송][산들네] 달고 맛있는 경북 꿀맛사과 3kg 17과내외,
2954,[산지직송][산들네] 달고 맛있는 경북 꿀맛사과 3kg 13과내외,
2955,[산지직송][산들네] 달고 맛있는 경북 꿀맛사과 5kg 22과내외 x 2박스,
2956,[농협청과33번] 토마토 10kg 1-2번,
2957,[농협청과33번] 토마토 10kg 3-4번,
2958,[농협청과33번] 토마토 5kg 1-2번,
2959,[산지직송] 토마토 5kg 3-4번,
2960,[산지직송] 새콤달콤 찰토마토 3kg (3-4번),20개 구매
2961,[농협청과33번] 토마토 3kg 1-2번,
2962,[남도장터]오병이어 완숙 토마토 5kg 4~5번과,62개 구매
2963,[남도장터]오병이어 완숙 토마토 5kg 3번과,
2964,[남도장터]오병이어 완숙 토마토 5kg 1~2번과,31개 구매
2965,VIP프리미엄 나주배 선물세트 7.5kg (10과내),23개 구매
2966,프리미엄 나주배 선물세트 7.5kg (11~13과),
2967,유기농 컬러 방울토마토 3kg,
2968,유기농 컬러 방울토마토 5kg,
2969,[다농이네] 경북 청도 프리미엄 왕 반건시 감동 5호 선물세트,13개 구매
2970,[다농이네] 경북 청도 프리미엄 왕 반건시 감동 4호 선물세트,
2971,[다농이네] 경북 청도 프리미엄 왕 반건시 감동 3호 선물세트,
2972,[다농이네] 경북 청도 프리미엄 왕 반건시 감동 2호 선물세트,
2973,[다농이네] 경북 청도 프리미엄 왕 반건시 감동 1호 선물세트,
2974,스테비아 약단밤(칼집) 500g 노오란속살 구수한밤 꿀이뚝뚝,
2975,스테비아 생율밤(칼집) 500g 노오란속살 구수한밤 꿀이뚝뚝,24개 구매
2976,[상주안심곶감]안심곶감 반건시 1.5kg (50-55g내외/30과),
2977,열매따옴 건포도 80g 10개 맛좋은 견과류,
2978,열매따옴 건크랜베리 80g 5개 맛좋은 견과류,
2979,[산지직송] 정성담은 명품 나주 신고배 선물세트 1호 6kg(9-10과),
2980,[푸른들] 정성담은 명품 나주 신고배 선물세트 2호 6kg내외(7-8과/제수용),
2981,[랭킹닭컴] 프레쉬홈 레드 스무디 150gX15팩,
2982,[랭킹닭컴] 프레쉬홈 레드 스무디 150gX10팩,
2983,[랭킹닭컴] 프레쉬홈 그린 스무디 150gX10팩,
2984,[랭킹닭컴] 프레쉬홈 그린 스무디 150gX15팩,
2985,망고맛토 스테비아 대추 방울토마토 500g,65개 구매
2986,[밤톨이약단밤] 영양간식 약단밤 1kg /무료배송,12개 구매
2987,달콤쫀득 정품 청도 꿀 감말랭이 500g,15개 구매
2988,골드키위 2kg 대과 21-25개,11개 구매
2989,골드키위 2kg 특과 18-20개,
2990,골드키위 10kg 75개 내외,
2991,[달콤한 꿀밤] 대표간식 약단밤(프리미엄) 1kg x 1봉,
2992,[달콤한 꿀밤] 대표간식 약단밤(프리미엄) 1kg x 2봉,
2993,[달콤한 꿀밤] 대표간식 약단밤(프리미엄) 1kg x 3봉,
2994,제주 감귤 5kg(L~2L/대과),
2995,[무료배송] 경남 단감 10kg(41-50과),16개 구매
2996,[무료배송] 경남 단감 10kg(51-60과),17개 구매
2997,[무료배송] 경남 단감 10kg(61-70과),29개 구매
2998,[산지직송] 제주 조생 감귤 5kg(L-2L),10개 구매
2999,[산지직송] 제주 조생 감귤 5kg(2S-M),18개 구매
3000,[산지직송] 제주 조생 감귤 5kg(대과),27개 구매
3001,[델몬트] 필리핀산 바나나 1.3kg내외×10송이 [원물박스],12개 구매
3002,[델몬트] 필리핀산 바나나 2.2kg내외×6송이 [원물박스],1(1건)
3003,[델몬트] 과일보감 골드파인스틱 [90g×10입]×2팩,25개 구매
3004,[델몬트] 과일보감 골드파인스틱 [90g×10입],17개 구매
3005,새콤달콤 순천 골드키위 2kg(24과내외),
3006,새콤달콤 순천 골드키위 2kg(21과내외),
3007,새콤달콤 순천 골드키위 2kg(17과내외),
3008,새콤달콤 순천 골드키위 2kg(28과내외),
3009,영암 금정 민정기님의 대봉감 10kg(36~40과),
3010,제주직송 노지감귤 5kg (M-L) 41~60과 내외 / 중과,
3011,[산지직송] 제주 노지감귤 10kg (M-L) 81~120과 내외 / 중과,4(1건)
3012,시나노골드 황금사과 3kg 대 9-10과,
3013,시나노골드 황금사과 3kg 소 14-16과,
3014,시나노골드 황금사과 5kg 소 23-26과,
3015,[산지직송][산들네] 껍질째 먹는 경북 세척사과 10kg 50과내,
3016,[산지직송][산들네] 껍질째 먹는 경북 세척사과 10kg 44과내,
3017,[산지직송][산들네] 껍질째 먹는 경북 세척사과 3kg 16~17과내 x 2박스 /총6kg,2(1건)
3018,[산지직송][산들네] 껍질째 먹는 경북 세척사과 3kg 13과 x 2박스,
3019,[산지직송][산들네] 껍질째 먹는 경북 세척사과 2kg 9과내 (중과),11개 구매
3020,[산지직송][산들네] 껍질째 먹는 경북 세척사과 3kg 15과내 x 2박스,
3021,[자연예서] 명품 신고 배 15kg(13-20과) 고당도배,
3022,[자연예서] 명품 신고 배 15kg(21-25과) (특)가정용배,
3023,[자연예서] 명품 신고 배 15kg(26-30과) (특) 햇배,
3024,[자연예서] 명품 신고 배 7.5kg(13-15과) (특) 고당도,
3025,[자연예서] 프리미엄 신고 배 7.5kg(8-10과) 나주배,
3026,[자연예서] 프리미엄 신고 배 7.5kg(11-12과) 황금배,24개 구매
3027,[자연예서] 프리미엄 신고 배 15kg(13-20과) 선물용배,
3028,[자연예서] 프리미엄 신고 배 15kg(21-25과) 신고배,
3029,[자연예서] 신고 배 가정용 7.5kg(8-10과) (상),
3030,[자연예서] 신고 배 가정용 7.5kg(11-12과) (상),
3031,[자연예서] 신고 배 가정용 7.5kg(13-15과) (상) 햇배,
3032,[자연예서] 신고 배 가정용 15kg(13-20과) (상)고당도,
3033,[자연예서] 신고 배 가정용 15kg(21-25과) (상),
3034,[자연예서] 신고 배 가정용 15kg(26-30과) 고당도배,
3035,[산지직송] 경북 청도 쫄깃쫄깃 감말랭이 500g,
3036,[산지직송] 경북 청도 쫄깃쫄깃 감말랭이 1kg,44개 구매
3037,[산지직송] 제주 노지감귤 5kg (2L) 35~40과 내외 / 대과,249개 구매
3038,[산지직송] 제주 노지감귤 10kg (2L) 70~80과 내외 / 대과,"1,151개 구매"
3039,고당도 샤인머스켓 1kg (2~3수),14개 구매
3040,[산지직송] 충남 부여 알밤 2kg(대),
3041,[산지직송] 충남 부여 알밤 4kg(대),
3042,[산지직송] 충남 부여 알밤 4kg(특),
3043,영암 금정 민정기님의 대봉감 4.5kg(11~15과),
3044,(민수팜)새콤달콤 제주 노지 감귤 4.5kg 대과,45개 구매
3045,영암 금정 민정기님의 대봉감 4.5kg(16~20과),
3046,[자연예서] 나주 배 가정용 7.5kg (13-14과) 햇배,
3047,[자연예서] 나주 배 가정용 7.5kg (11-12과) (상),
3048,[자연예서] 나주 배 가정용 7.5kg (8-10과) (상),
3049,다온 생유자 5kg 50-55과,
3050,다온 생유자 5kg 45-50과,
3051,다온 생유자 5kg 40-45과,
3052,다온 생유자 10kg 100-110과,
3053,다온 생유자 10kg 90-100과,
3054,다온 생유자 10kg 80-90과,
3055,다온 생유자 5kg 35-40과,
3056,다온 생유자 10kg 70-80과,
3057,다온 생유자 10kg 60-70과,
3058,[대명곶감]곶감 1.5kg(500gx3),
3059,[대명곶감]곶감 2.5kg(채반),
3060,[대명상사]임산물세트 10호 (곶감 510g + 호두205g + 표고버섯(중),
3061,[대명상사]임산물세트 9호(곶감 510g + 호두 190g + 표고버섯 (중),
3062,[대명상사]임산물세트 8호 (곶감 510g + 호두190g +표고버섯 (중)1,
3063,[대명상사]임산물세트 7호 (호두살190g + 곶감 510g + 잣 250g),
3064,냉동 유기농 꾸지뽕 열매 3kg,
3065,냉동 유기농 꾸지뽕 열매 5kg,
3066,냉동 유기농 꾸지뽕 열매 10kg,
3067,[산지직송] 알록달록 컬러방울토마토 1kg / GAP인증,122개 구매
3068,달고 아삭한 실속 가정용사과 10kg (25~50과),10개 구매
3069,(민수팜)달고 아삭한 유명산지 정품사과 10kg 특과 (24~28과),
3070,(민수팜)달고 아삭한 유명산지 정품사과 10kg 대과 (30~32과),
3071,(민수팜)달고 아삭한 유명산지 정품사과 10kg 중과 (34~36과),
3072,(민수팜)달고 아삭한 유명산지 정품사과 10kg 소과 (38~42과),
3073,(민수팜)달고 아삭한 유명산지 정품사과 5kg 특과 (12~14과),
3074,(민수팜) 달고 아삭한 유명산지 정품사과 5kg 대과 (15~16과),
3075,(민수팜)달고 아삭한 유명산지 정품사과 5kg 중과 (17~18과),
3076,(민수팜)달고 아삭한 유명산지 정품사과 5kg 소과 (19~21과),
3077,(민수팜) 달고 아삭한 유명산지 정품사과 2.5kg 대과 (6~10과),
3078,(민수팜) 달고 아삭한 유명산지 정품사과 2.5kg 중과 (8~13과),
3079,(민수팜)달고 아삭한 유명산지 정품사과 2.5kg 소과 (12~17과),
3080,[농협청과33번] 대봉감 4kg 18과내,
3081,[농협청과33번] 대봉감 4kg 14과내,
3082,그린키위 3kg 대과 31-36개,
3083,그린키위 3kg 특과 25-30개,
3084,그린키위 5kg 대과 51-60개,
3085,그린키위 5kg 특과 41-50개,
3086,그린키위 10kg 85개내외,
3087,그린키위 10kg 95개내외,
3088,그린키위 10kg 105개내외,
3089,[산지직송] 제주 돌담 가정용 황금향 4.5kg 대과 (10~15과내),13개 구매
3090,[산지직송] 제주 돌담 가정용 황금향 4.5kg 중과 (16~24과내),
3091,[산지직송] 제주 돌담 가정용 황금향 4.5kg 소과 (25~35과내),
3092,[산지직송] 제주 돌담 가정용 황금향 2.5kg 대과 (5~8과내),
3093,네이처엠 고구마 말랭이 1.8kg(60gX30팩),
3094,네이처엠 고구마 말랭이 1.2kg(60gX20팩),
3095,네이처엠 고구마 말랭이 600g(60gX10팩),13개 구매
3096,네이처엠 고구마 말랭이 60g(1팩),
3097,[착한식탁]대봉감 특대과 10kg(25~30과),10개 구매
3098,[착한식탁]대봉감 특대과 10kg(31~35과),41개 구매
3099,가을제철 가정용 햇 단감 5kg (31-40과/소과),92개 구매
3100,[나주직송] 나주 추황배 5kg (6~10과),
3101,[나주직송] 나주 추황배 5kg (11~15과),16개 구매
3102,[착한식탁]아삭아삭 국내산 단감 5kg 랜덤과,20개 구매
3103,[착한식탁]아삭아삭 국내산 단감 5kg (26-35과 중소과),52개 구매
3104,[착한식탁]아삭아삭 국내산 단감 5kg (15-24과 대과),10개 구매
3105,[착한식탁]대봉감 특대과 4.5kg(11~15과),10개 구매
3106,영암 금정 민정기님의 대봉감 10kg(21~30과),
3107,영암 금정 민정기님의 대봉감 10kg(31~35과),
3108,영암 대봉 4.5kg(중과/16-18과),
3109,영암 대봉 4.5kg(특과/12-13과),
3110,[착한식탁]국내산 배 3kg 가정용 3-7과내외,
3111,건대추 500g 상초 24mm,
3112,건대추 500g 특초 26mm,
3113,건대추 500g 별초 28mm,
3114,건대추 500g 왕특초 30mm,
3115,건대추 1kg 상초 24mm,
3116,건대추 1kg 특초 26mm,
3117,건대추 1kg 별초 28mm,
3118,건대추 1kg 왕특초 30mm,
3119,선물용 건대추 1kg 상초 24mm,
3120,선물용 건대추 1kg 특초 26mm,
3121,선물용 건대추 1kg 별초 28mm,
3122,선물용 건대추 1kg 왕특초 30mm,
3123,골드키위 3kg 중과 37-47개,
3124,골드키위 3kg 대과 31-36개,
3125,골드키위 3kg 특과 25-30개,1(1건)
3126,골드키위 5kg 대과 51-60개,
3127,골드키위 10kg 115개 내외,
3128,골드키위 10kg 105개 내외,
3129,골드키위 10kg 95개 내외,
3130,골드키위 5kg 중과 61-80개,
3131,골드키위 10kg 85개 내외,
3132,[자연예서] 노지 새코미 감귤 5kg (로얄과) 조생 밀감,
3133,[자연예서] 노지 새코미 감귤 5kg (특대과) 고당도,
3134,[자연예서] 노지 새코미 감귤 5kg (대과) 조생 밀감,
3135,[자연예서] 노지 새코미 감귤 5kg (소과) 고당도 밀감,
3136,[자연예서] 햇단감 10kg 소(46-50과) 가정용 아삭단감,
3137,[자연예서] 햇단감 10kg 중(41-45과) 가정용 아삭단감,
3138,[자연예서] 햇단감 10kg 대(36-40과) 아삭 달달단감,
3139,[자연예서] 햇단감 5kg 소(24과 내외) 달달 아삭단감,
3140,[자연예서] 햇단감 5kg 중(21과 내외) 달달 아삭단감,
3141,[자연예서] 햇단감 5kg 대(19과 내외) 선물용단감,5(1건)
3142,[자연예서] 햇단감 5kg 특대(16과 내외) 고당도단감,
3143,[푸르젠] 국내산 단감 2kg 특대과 (4~7과),
3144,[푸르젠] 국내산 단감 2kg 중과 (7~10과),5(1건)
3145,[푸르젠] 국내산 단감 2kg 소과 (10~14과),
3146,[푸르젠] 국내산 단감 2kg 랜덤과,11개 구매
3147,[생활앤] 냉동 애플망고 1kg x 3팩,60개 구매
3148,[생활앤] 냉동 애플망고 1kg x 2팩,17개 구매
3149,[생활앤] 냉동 애플망고 1kg x 1팩,60개 구매
3150,제주감귤 2.5kg내외 2S-S,
